description,id,type,value,summary
,ipv4-addr--06b98863-57d4-4611-a51d-e5eb5991746c,ipv4-addr,85.239.52.32,"The object contains an IPv4 address record with a unique identifier. The value of this address is 85.239.52.32. This IP address appears to be associated with a specific network or service, but the exact nature and context of this association are not specified."
,ipv4-addr--8b5f769b-5aaa-43a6-ad33-6611d6c11afa,ipv4-addr,206.119.175.16,"The object contains information about a specific IPv4 address, which is 206.119.175.16. The address falls under the type of 'ipv4-addr'."
,ipv4-addr--80bc2b02-3d55-4c6b-8242-397ba8c301fc,ipv4-addr,webhook.site,"The object contains a single entry representing an IPv4 address. The address is identified by the key 'type' which indicates that it is an IPv4 address, denoted by 'ipv4-addr'. The value associated with this type is 'webhook.site', which represents the specific IPv4 address in question."
,ipv4-addr--e8788e86-6c3f-41a5-ad4c-17e0dc4c5d79,ipv4-addr,181.41.201.184,The object contains information about an IPv4 address. The address is 181.41.201.184. This appears to be a specific IP address that has been identified by some system or application.
,ipv4-addr--48d6da50-9eb4-4230-8d7e-c304c22dd39a,ipv4-addr,77.111.101.169,"The object contains an IPv4 address record with the value 77.111.101.169. This address falls under the class of IP addresses that are not globally routable, as it is a private address range as per RFC 1918. Specifically, it corresponds to the 192.168.1.0/24 network.

Note: The 'description' field in the provided data seems to be missing or empty (represented by 'nan'), which may indicate that no specific details about this IP address are available."
,ipv4-addr--77167b62-bf8e-4abe-b467-d38c016c7c67,ipv4-addr,77.20.116.133,"The object contains a single IPv4 address entry with the following details:

The object contains an IPv4 address identifier of 'ipv4-addr--77167b62-bf8e-4abe-b467-d38c016c7c67.
 The object is of type IPv4 address, denoted by the 'type' field.

The actual address itself is 77.20.116.133."
,ipv4-addr--2dd88988-c4c0-4f25-866f-513f11180f0a,ipv4-addr,156.67.24.239,"The object contains a single IPv4 address entry.

This IPv4 address is identified by the value '156.67.24.239'."
,ipv4-addr--63443a25-2cd2-4184-9e18-ea02ba2e5f2c,ipv4-addr,146.59.116.226,"The object contains a single IPv4 address record with the following details:

It is identified by the unique value 'ipv4-addr--63443a25-2cd2-4184-9e18-ea02ba2e5f2c' and belongs to the type 'ipv4-addr'. The actual data that matters lies in its 'value', which corresponds to the IP address 146.59.116.226."
,ipv4-addr--6621bb42-b37c-4b61-ba9d-81f170f7d220,ipv4-addr,142.189.114.119,"The object contains a specific type of data related to an IPv4 address, which is identified by the key 'type' as 'ipv4-addr'. The value associated with this type is a unique identifier for the IP address. Furthermore, there is also an additional key-value pair that contains more detailed information about the address itself."
,ipv4-addr--d2b7e561-d4cb-428f-b796-599d65f49b85,ipv4-addr,206.238.199.22,"The object contains an IPv4 address with the value 206.238.199.22, which falls within the range of IP addresses that are reserved for testing and documentation purposes according to RFC 5737. This particular address is not assigned to any specific network or organization, suggesting it may be used as a placeholder or dummy address in various contexts."
,ipv4-addr--cd4a5a8d-e670-4fde-b3d7-c354cf700f47,ipv4-addr,206.238.221.244,The object contains information about a specific IPv4 address. The address itself is 206.238.221.244.
,ipv4-addr--eea6bb3d-4d61-4cb0-aa68-9ae98016f2fe,ipv4-addr,154.91.64.45,The object contains information about a specific IPv4 address. The address is '154.91.64.45' which falls under the class of IPv4 addresses.
,ipv4-addr--2074ff19-227e-4177-aaee-1a79db32fb87,ipv4-addr,156.251.17.12,"The object contains a single entry for an IPv4 address, specifically '156.251.17.12'."
,ipv4-addr--af526468-93f1-4905-a42d-263ee2a51907,ipv4-addr,206.238.221.182,The object contains an IPv4 address record with the identifier 'ipv4-addr--af526468-93f1-4905-a42d-263ee2a51907'. The address is 206.238.221.182. This IP address is classified as a type of IPv4 address.
,ipv4-addr--3e56378f-3044-44d4-bf84-ed81e1c87298,ipv4-addr,38.60.203.110,"The object contains a single IP address entry, specifically an IPv4 address type. The address itself is 38.60.203.110."
,ipv4-addr--dc8fa1f3-2e9f-4ee2-9bb6-6acd69da25cd,ipv4-addr,156.251.17.9,"The object contains a single IPv4 address record with the following details:

It is identified by an unique identifier of 'ipv4-addr--dc8fa1f3-2e9f-4ee2-9bb6-6acd69da25cd'.
Its type is specified as 'ipv4-addr', indicating that it represents a valid IPv4 address.
The actual address value associated with this record is '156.251.17.9'."
Alibaba SSH IP,ipv4-addr--13caaa18-14d4-440c-a177-1e3da57d8d60,ipv4-addr,120.79.173.34,"The object contains information about an Alibaba SSH IP address. This IP address is identified by the description as belonging to Alibaba's network. The value of this IP address is 120.79.173.34, which falls under the IPv4 address category."
Alibaba SSH IP,ipv4-addr--5e0204a1-6730-4380-ba03-d98fa0849705,ipv4-addr,120.79.197.209,"The object contains an Alibaba SSH IP address, which is a unique identifier for the IP address. The value of this identifier is 120.79.197.209. This IP address is of type IPv4 address, indicating that it uses four decimal numbers to represent its location on the internet."
Alibaba SSH IP,ipv4-addr--9125bb19-5e1d-4c9c-9601-f31b3f50de94,ipv4-addr,47.107.42.176,"The object contains a detailed piece of information about an Alibaba SSH IP address. The key details are:

It is identified by the description 'Alibaba SSH IP', indicating its purpose or usage.
The value associated with this IP address is 47.107.42.176, which is a specific IPv4 address.
This address is classified as an 'ipv4-addr' type, signifying it as a four-part Internet Protocol version 4 address."
Alibaba SSH IP,ipv4-addr--2be62eb9-c8ed-49b0-a8f1-a0347f11a7b2,ipv4-addr,47.106.118.53,"The object contains information about an IPv4 address, specifically an Alibaba SSH IP. The value of this address is 47.106.118.53. This address is categorized under the type 'ipv4-addr', indicating it's a standard IPv4 address that can be used for various purposes such as network communication or remote access."
"Alibaba SSH IP, C2 server",ipv4-addr--1b1ebece-6773-49f8-a679-fc6d080ebea6,ipv4-addr,47.243.69.88,"The object contains a detailed piece of information regarding an Alibaba SSH IP address, which is identified as a C2 server. The specific details include the following:

The IP address associated with this Alibaba SSH connection is 47.243.69.88.
This IP address is categorized under the 'ipv4-addr' type, indicating that it belongs to the IPv4 protocol family.

It's worth noting that the object does not provide further context or information about the C2 server itself, such as its operational status or the purposes for which it might be used."
Alibaba SSH IP,ipv4-addr--888f60e7-589c-4b11-b756-c0d2f4db8ad0,ipv4-addr,47.243.172.76,"The object contains a dictionary representing an Alibaba SSH IP address, which includes the following information:

The object is associated with an IPv4 address of '47.243.172.76'. This specific IP address is categorized under the type 'ipv4-addr' and is identified by the unique identifier 'ipv4-addr--888f60e7-589c-4b11-b756-c0d2f4db8ad0'. The description provided for this object does not offer any additional information beyond its IP address."
Alibaba SSH IP,ipv4-addr--ffeb4749-af51-4153-9c46-7d9e6f033ea0,ipv4-addr,146.88.164.244,"The object contains a detailed piece of information regarding an Alibaba SSH IP address. Specifically, it is identified by the value '146.88.164.244', which is a type of IPv4 address. This address is associated with an Alibaba SSH (Secure Shell) service, indicating that it is used for secure remote access to servers or other networked devices."
Alibaba SSH IP,ipv4-addr--4d6880f2-5452-4b65-b930-39ff1b44678a,ipv4-addr,146.88.165.78,"The object contains an IPv4 address identifier, specifically a private IPv4 address, which is associated with Alibaba SSH IP. The value of this identifier is 146.88.165.78, indicating that this IP address has been assigned to Alibaba for use in their SSH connections."
,ipv4-addr--36fe3383-79af-46be-a30f-c09e73f0cb61,ipv4-addr,91.132.95.148,"The object contains a single IPv4 address entry with the following details:

The object's description is not available due to being set as NaN.
The object contains an IPv4 address value of '91.132.95.148', which falls under the category of 'ipv4-addr'."
,ipv4-addr--32ece990-2c4a-480c-87b2-15ec84f80305,ipv4-addr,62.106.66.80,"The object contains an IPv4 address, which is a type of internet protocol used for communication over the internet. The specific IP address associated with this object is 62.106.66.80. This IP address is assigned to the object, indicating that it has been identified and categorized as an IPv4 address in some manner."
